Year,Indicator,Value
1987,Adjusted savings: consumption of fixed capital (current US$),3540560758.48324
1988,Adjusted savings: consumption of fixed capital (current US$),3626432840.56582
1989,Adjusted savings: consumption of fixed capital (current US$),3794522683.81721
1990,Adjusted savings: consumption of fixed capital (current US$),3866094169.65363
1991,Adjusted savings: consumption of fixed capital (current US$),4082869859.52351
1992,Adjusted savings: consumption of fixed capital (current US$),4876580558.12995
1993,Adjusted savings: consumption of fixed capital (current US$),5535915230.89925
1994,Adjusted savings: consumption of fixed capital (current US$),6548598874.15399
1995,Adjusted savings: consumption of fixed capital (current US$),7637982738.47356
1996,Adjusted savings: consumption of fixed capital (current US$),8298695193.50798
1997,Adjusted savings: consumption of fixed capital (current US$),8071846170.48511
1998,Adjusted savings: consumption of fixed capital (current US$),6664802674.90769
1999,Adjusted savings: consumption of fixed capital (current US$),7311893182.14355
2000,Adjusted savings: consumption of fixed capital (current US$),6869053166.20706
2001,Adjusted savings: consumption of fixed capital (current US$),6861469724.59135
2002,Adjusted savings: consumption of fixed capital (current US$),7379081139.07272
2003,Adjusted savings: consumption of fixed capital (current US$),7743564579.44788
2004,Adjusted savings: consumption of fixed capital (current US$),10880676975.996
2005,Adjusted savings: consumption of fixed capital (current US$),12469939639.7602
2006,Adjusted savings: consumption of fixed capital (current US$),14724063769.0361
2007,Adjusted savings: consumption of fixed capital (current US$),17915877086.6155
2008,Adjusted savings: consumption of fixed capital (current US$),20572803357.7717
2009,Adjusted savings: consumption of fixed capital (current US$),19357218141.1186
2010,Adjusted savings: consumption of fixed capital (current US$),22920559997.6498
2011,Adjusted savings: consumption of fixed capital (current US$),24349714054.1908
2012,Adjusted savings: consumption of fixed capital (current US$),26128962115.5493
2013,Adjusted savings: consumption of fixed capital (current US$),28440281526.3886
2014,Adjusted savings: consumption of fixed capital (current US$),29627819851.0883
2015,Adjusted savings: consumption of fixed capital (current US$),28881573203.8909
2016,Adjusted savings: consumption of fixed capital (current US$),29299567961.8876
2017,Adjusted savings: consumption of fixed capital (current US$),29661982964.8743
2018,Adjusted savings: consumption of fixed capital (current US$),31773921501.9694
2019,Adjusted savings: consumption of fixed capital (current US$),37165815061.3802
2020,Adjusted savings: consumption of fixed capital (current US$),36804763672.806
2021,Adjusted savings: consumption of fixed capital (current US$),41320683070.2104
2022,Adjusted savings: consumption of fixed capital (current US$),41320683070.2104
2023,Adjusted savings: consumption of fixed capital (current US$),41320683070.2104
2024,Adjusted savings: consumption of fixed capital (current US$),41320683070.2104
1960,Adjusted savings: education expenditure (% of GNI),2.757732
1961,Adjusted savings: education expenditure (% of GNI),2.757732
1962,Adjusted savings: education expenditure (% of GNI),2.757732
1963,Adjusted savings: education expenditure (% of GNI),2.757732
1964,Adjusted savings: education expenditure (% of GNI),2.757732
1965,Adjusted savings: education expenditure (% of GNI),2.757732
1966,Adjusted savings: education expenditure (% of GNI),2.757732
1967,Adjusted savings: education expenditure (% of GNI),2.757732
1968,Adjusted savings: education expenditure (% of GNI),2.757732
1969,Adjusted savings: education expenditure (% of GNI),2.757732
1970,Adjusted savings: education expenditure (% of GNI),2.757732
1971,Adjusted savings: education expenditure (% of GNI),2.8
1972,Adjusted savings: education expenditure (% of GNI),2.2056231
1973,Adjusted savings: education expenditure (% of GNI),2.2056231
1974,Adjusted savings: education expenditure (% of GNI),2.2056231
1975,Adjusted savings: education expenditure (% of GNI),2.2056231
1976,Adjusted savings: education expenditure (% of GNI),1.8
1977,Adjusted savings: education expenditure (% of GNI),1.8
1978,Adjusted savings: education expenditure (% of GNI),2.2
1979,Adjusted savings: education expenditure (% of GNI),2.0
1980,Adjusted savings: education expenditure (% of GNI),1.7
1981,Adjusted savings: education expenditure (% of GNI),1.8
1982,Adjusted savings: education expenditure (% of GNI),1.7
1983,Adjusted savings: education expenditure (% of GNI),1.7
1984,Adjusted savings: education expenditure (% of GNI),1.3
1985,Adjusted savings: education expenditure (% of GNI),1.3
1986,Adjusted savings: education expenditure (% of GNI),1.7
1987,Adjusted savings: education expenditure (% of GNI),1.9
1988,Adjusted savings: education expenditure (% of GNI),2.0
1989,Adjusted savings: education expenditure (% of GNI),2.250849
1990,Adjusted savings: education expenditure (% of GNI),2.250849
1991,Adjusted savings: education expenditure (% of GNI),2.250849
1992,Adjusted savings: education expenditure (% of GNI),2.250849
1993,Adjusted savings: education expenditure (% of GNI),2.250849
1994,Adjusted savings: education expenditure (% of GNI),2.250849
1995,Adjusted savings: education expenditure (% of GNI),2.5
1996,Adjusted savings: education expenditure (% of GNI),2.8
1997,Adjusted savings: education expenditure (% of GNI),2.9
1998,Adjusted savings: education expenditure (% of GNI),3.03212464060753
1999,Adjusted savings: education expenditure (% of GNI),2.80106232030368
2000,Adjusted savings: education expenditure (% of GNI),2.57
2001,Adjusted savings: education expenditure (% of GNI),2.37
2002,Adjusted savings: education expenditure (% of GNI),2.45
2003,Adjusted savings: education expenditure (% of GNI),2.34
2004,Adjusted savings: education expenditure (% of GNI),1.96
2005,Adjusted savings: education expenditure (% of GNI),1.8
2006,Adjusted savings: education expenditure (% of GNI),1.88
2007,Adjusted savings: education expenditure (% of GNI),1.88
2008,Adjusted savings: education expenditure (% of GNI),1.88
2009,Adjusted savings: education expenditure (% of GNI),1.84
2010,Adjusted savings: education expenditure (% of GNI),1.84
2011,Adjusted savings: education expenditure (% of GNI),1.84
2012,Adjusted savings: education expenditure (% of GNI),1.84
2013,Adjusted savings: education expenditure (% of GNI),1.84
2014,Adjusted savings: education expenditure (% of GNI),1.84
2015,Adjusted savings: education expenditure (% of GNI),1.84
2016,Adjusted savings: education expenditure (% of GNI),1.84
2017,Adjusted savings: education expenditure (% of GNI),1.84
2018,Adjusted savings: education expenditure (% of GNI),1.84
2019,Adjusted savings: education expenditure (% of GNI),1.84
2020,Adjusted savings: education expenditure (% of GNI),1.84
2021,Adjusted savings: education expenditure (% of GNI),1.84
2022,Adjusted savings: education expenditure (% of GNI),1.84
2023,Adjusted savings: education expenditure (% of GNI),1.84
2024,Adjusted savings: education expenditure (% of GNI),1.84
1960,Adjusted savings: education expenditure (current US$),204874807.063944
1961,Adjusted savings: education expenditure (current US$),204874807.063944
1962,Adjusted savings: education expenditure (current US$),204874807.063944
1963,Adjusted savings: education expenditure (current US$),204874807.063944
1964,Adjusted savings: education expenditure (current US$),204874807.063944
1965,Adjusted savings: education expenditure (current US$),204874807.063944
1966,Adjusted savings: education expenditure (current US$),204874807.063944
1967,Adjusted savings: education expenditure (current US$),204874807.063944
1968,Adjusted savings: education expenditure (current US$),204874807.063944
1969,Adjusted savings: education expenditure (current US$),204874807.063944
1970,Adjusted savings: education expenditure (current US$),204874807.063944
1971,Adjusted savings: education expenditure (current US$),231665974.53426
1972,Adjusted savings: education expenditure (current US$),197196902.47564
1973,Adjusted savings: education expenditure (current US$),249189562.194814
1974,Adjusted savings: education expenditure (current US$),343041118.005719
1975,Adjusted savings: education expenditure (current US$),369431738.550652
1976,Adjusted savings: education expenditure (current US$),344297649.64316
1977,Adjusted savings: education expenditure (current US$),398559322.491489
1978,Adjusted savings: education expenditure (current US$),563773725.669988
1979,Adjusted savings: education expenditure (current US$),619910132.1857
